top_pct_flagged,threshold,precision,recall
0.01,0.9235526817678548,0.49,0.07331670822942643
0.02,0.8670837104876178,0.52,0.15561097256857856
0.05,0.7759548823508966,0.43466666666666665,0.32518703241895264
0.1,0.7029561813558141,0.3233333333333333,0.4837905236907731
